id,title,url,editors,year,in_franzini,in_sahle,franzini_id,tei_declared,xml_downloadable,available,period,language,variance,ride
0114,Briefe und Akten zur Kirchenpolitik Friedrichs des Weisen und Johanns des Beständigen 1513 bis 1532,http://bakfj.saw-leipzig.de,"Geleitet von Armin Kohnle und Manfred Rudersdorf. Leipzig: Sächsische Akademie der Wissenschaften zu Leipzig, 2018.",2018,no,yes,,,,,,,,
0115,Briefe und Texte aus dem Intellektuellen Berlin um 1800,http://www.berliner-intellektuelle.eu/,"Research group led by Anne Baillot. Berlin: Humboldt-Universität, 2012-.",2012,yes,yes,248,yes,yes,yes,Long Nineteenth Century,GER; FRE; LAT,yes,no
0116,Briefe von und an Alexander Rollett 1852-1903,http://gams.uni-graz.at/context:rollett,"Hg. von Hans Gottfried Brücke, Walter Höflechner und Ingrid Maria Wagner. Graz: Zentrum für Informationsamodellierung in den Geisteswissenschaften, 2008.",2008,no,yes,,,,,,,,
0117,Briefportal Leibniz. Ausgewählte Briefe in HTML,https://leibniz-briefportal.adw-goe.de,"Hrsg. nicht namentlich genannt. Göttingen: Göttinger Akademie der Wissenschaften/Niedersächsische Staats- und Universitätsbibliothek Göttingen, 2016.",2016,no,yes,,,,,,,,
0118,Briefverkehr der Stadt St. Gallen 1400–1650. Digitale Missivenedition.,https://missiven.stadtarchiv.ch/index.html,"Hg. v. Stadtarchiv und Vadianischer Sammlung der Ortsbürgergemeinde St. Gallen. St. Gallen: Stadtarchiv und Vadianische Sammlung der Ortsbürgergemeinde St. Gallen, 2024.",2024,no,yes,,,,,,,,
0119,Briefwechsel Sauer-Seuffert,http://sauer-seuffert.onb.ac.at/,"Hg. von Bernhard Fetz, Hans Harald Müller, Desiree Hebenstreit, Marcel Illetschko und Mirko Nottscheid. Wien: Österreichische Nationalbibliothek, 2015.",2015,yes,yes,240,yes,yes,yes,Long Nineteenth Century; Modern,GER,yes,no
0120,Briefwisseling van Constantijn Huygens 1607-1687,https://resources.huygens.knaw.nl/briefwisselingconstantijnhuygens,"Ed. by Ineke Huysman. Amsterdam: Huygens Institute for the History of the Netherlands, 2022.",2022,no,yes,,,,,,,,
0121,Brieven en Correspondenten rond 1900. Digitale editie.,https://brieven-correspondenten-1900.huygens.knaw.nl,"Ed. by Annemarie Kets. Amsterdam: Huygens Instituut voor Nederlandse Geschiedenis (KNAW), 2016.",2016,no,yes,,,,,,,,
0122,British War Poetry in the Age of Romanticism 1793-1815,https://romantic-circles.org/editions/warpoetry/,"Ed. by Orianne Smith. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 2004.",2004,no,yes,,,,,,,,
0123,Buddhist Stone Sutras in China,https://www.stonesutras.org,"Geleitet von Lothar Ledderose und Michael Radich. Heidelberg: Heidelberger Akademie der Wissenschaften, 2018-.",2018,no,yes,,,,,,,,
0124,Bullinger Digital,https://www.bullinger-digital.ch,"Geleitet von Martin Volk und Peter Opitz. Zürich: Institut für Computerlinguistik / Institut für Schweizerische Reformationsgeschichte, 2022-.",2022,yes,yes,349,yes,yes,yes,Early Modern,GER;LAT,yes,no
0125,C. F. Meyer: Digitale Briefedition,https://cfmeyer-briefwechsel.org/,"Hg. von Wolfgang Lukas und Stephan Landshuter. Wuppertal: Bergische Universität Wuppertal, 2024.",2024,no,yes,,,,,,,,
0126,"Cædmon's Hymn: A Multi-media Study, Edition and Archive",https://caedmon.seenet.org/,Ed. by Daniel Paul O'Donnell. Cambridge: 2005; ISBN 978-1843840442.,2005,no,yes,,,,,,,,
0127,CALD – Comparing Arabic Legal Documents,https://cald.irht.cnrs.fr/php/login.php,"Directed by Christian Müller, Paris: Institut de recherche et d'histoire des textes (IRHT), 2022-2024.",2022,no,yes,,,,,,,,
0128,Callimachus: Aetia,https://web.archive.org/web/20250712185059/http://dcc.dickinson.edu/callimachus-aetia/preface,"Ed. by Susan Stephens, Chris Francese, Meagan Ayer. Carlisle (PA): Dickinson College Commentaries, 2016.",2016,no,yes,,,,,,,,
0129,Callythea,http://www.cn-telma.fr//callythea/index/,"Christophe Cusset, Pascale Linant De Bellefonds et Évelyne Prioux. Paris: Centre national de la recherche scientifique (CNRS), 2012.",2012,no,yes,,,,,,,,
0130,"Calpurnius Siculus, Bucolica",https://ldlt.digitallatin.org/editions/calpurnius_siculus/,"Edited by Cesar Giarratano, 1910. New annotations and encoding by Samuel J. Huskey and Hugh A. Cayless, 2017.",2017,no,yes,,,,,,,,
0131,Candide 2.0,http://candide.nypl.org/text/,,,yes,no,139,no,no,no,Early Modern,FRE,not provided,no
0132,CantApp: The General Prologue. An Edition in an App.,http://www.sd-editions.com/CantApp/GP/,"Edited by Richard North, Barbara Bordalejo, Terry Jones and Peter Robinson. Saskatoon: Scholarly Digital Editions, 2020.",2020,no,yes,,,,,,,,
0133,Cantar de mio Cid,http://www.laits.utexas.edu/cid/index2.php?v=nor,,,yes,no,76,no,no,no,Middle Ages,SPA,yes,no
0134,Cantar de Mio Cid,https://miocid.wlu.edu/?v=nor,"Dir. by Matthew Bailey. Austin: University of Texas, 2002.",2002,no,yes,,,,,,,,
0135,Cantus Network: libri ordinarii of the Salzburg metropolitan province (Beta-Version),https://gams.uni-graz.at/context:cantus/sdef:Context/get?locale=de,"Geleitet von Prof. Dr. Franz Praßl und PD Dr. Robert Klugseder. Wien/Graz: Österreichische Akademie der Wissenschaften / Universitöt Graz, 2017-.",2017,no,yes,,,,,,,,
0136,Carl Friedrich Gauß Letters,http://gauss.adw-goe.de/,"Menso Folkerts. Göttingen: Akademie der Wissenschaften, s.a. [evtl. 2016].",2016,no,yes,,,,,,,,
0137,"Carl Louis Bargheer: Fiedellieder *plus* , Eine digitale Edition",https://bargheer.edirom.de,"Verantwortlich sind Kostadin Delinikolov, Andreas Fukerider, Joachim Iffland, Ran Mo, Stefanie Rauch, Agnes Seipelt und Joachim Veit. Detmold/Paderborn: Musikwissenschaftliches Seminar Detmold/Paderborn / Lippische Landesbibliothek Detmold / Landesarchiv NRW, Abteilung Ostwestfalen-Lippe, 2012.",2012,no,yes,,,,,,,,
0138,Carl Schmitt Tagebücher,https://carlschmitt.bio/,"Hg. von Philip Manow, Florian Meinel und Angela Reinthal. Göttingen: Universität Göttingen, 2022–.",2022,no,yes,,,,,,,,
0139,Carl-Maria-von-Weber-Gesamtausgabe,http://www.weber-gesamtausgabe.de/en/Index,,,yes,no,89,yes,yes,yes,Long Nineteenth Century,GER,yes,no
0140,Carl-Maria-von-Weber-Gesamtausgabe (WeGA) [Digitale Präsentation],http://www.weber-gesamtausgabe.de/de/Index,"Unter der Leitung von Joachim Veit. Detmold: Musikwissenschaftliches Seminar der Hochschule für Musik, 2011-.",2011,no,yes,,,,,,,,
0141,Carolingian Scholarship and Martianus Capella: The Oldest Commentary Tradition,http://martianus.huygensinstituut.nl/path,"Ed. by Mariken Teeuwen et al. Den Haag: Huygens Instituut, 2008.",2008,no,yes,,,,,,,,
0142,Cartago,http://www.cartago.nl,"Directed by Goffe Jensma, Douwe Huizing, Eddy de Jonge and Renée Nip. Assen: Stichting Digitaal Oorkondenboek Groningen Drenthe, 2005-.",2005,no,yes,,,,,,,,
0143,Cartulaires d'Île-de-France,http://elec.enc.sorbonne.fr/cartulaires/,"Directed by Olivier Guyotjeannin. Éditions en ligne de l'École des Chartes, Volume 11. Paris: École nationale des chartes, 2009.",2009,no,yes,,,,,,,,
0144,Catharine Maria Sedgwick Online Letters,https://www.primarysourcecoop.org/cms/,"Ed. by Patricia Kalayjian, Lucinda Damon-Bach and Deborah Gussman. Boston: Massachusetts Historical Society, s.a. [probably 2024].",2024,no,yes,,,,,,,,
0145,Catullus Online,http://www.catullusonline.org/CatullusOnline/index.php,,,yes,no,12,no,no,yes,Antiquity,LAT,not provided,no
0146,Catullus Online - An Online Repertory of Conjectures on Catullus,http://catullusonline.org/,"Ed. by Dániel Kiss. München: Center for Advanced Studies Ludwig-Maximilians-Universität, 2009-2013.",2009,no,yes,,,,,,,,
0147,Caxton's Canterbury Tales: The British Library Copies on CD-ROM,http://www.sd-editions.com/caxtons/index.html,"Ed. by Barbara Bordalejo. Leicester: De Montfort University, 2003:; ISBN 978-1904628028 [individual license] / 978-1904628036 [institutional license]; CD-ROM.",2003,no,yes,,,,,,,,
0148,CHARTA: Corpus Hispánico y Americano en la Red: Textos Antiguos,http://www.corpuscharta.es/consultas.html,"Coordinada por Pedro Sánchez-Prieto Borja. Madrid: Universidad de Alcalá, 2015.",2015,no,yes,,,,,,,,
0149,Chopin's First Editions Online,http://www.cfeo.org.uk/index.html,,,yes,no,106,no,no,no,Long Nineteenth Century,ENG; FRE; GER; POL,not provided,no
0150,Christine de Pizan: The Making of the Queen's Manuscript,http://www.pizan.lib.ed.ac.uk/,,,yes,no,40,yes,no,yes,Middle Ages,FRO,not provided,no
0151,Christoph Heidmanns Oratio de Bibliotheca Julia,http://diglib.hab.de/edoc/ed000084/start.htm,"Hg. von Thomas Stäcker und Christian Heitzmann. Wolfenbüttel: Herzog August Bibliothek, 2013. (Editiones Electronicae Guelferbytanae, 13)",2013,no,yes,,,,,,,,
0152,Chronik Aldersbach: Digitale Edition der Chronik des Klosters Aldersbach,http://gams.uni-graz.at/context:aled,"Hrsg. von PD Dr. Robert Klugseder. Wien/Graz: Österreichische Akademie der Wissenschaften / Zentrum für Informationsmodellierung, 2021.",2021,no,yes,,,,,,,,
0153,Chronik des Gettos Łódź / Litzmannstadt,http://www.getto-chronik.de/de/,,,yes,no,140,no,no,yes,Modern,GER; POL,not provided,no
0154,Chronik des Gettos Lodz / Litzmannstadt. Das letzte Jahr.,https://web.archive.org/web/20181215175000/http://www.ghettochronik.de/de/,"Verantwortet von Sascha Feuchert, Peter Haslinger, Markus Roth und Uwe Wirth. Gießen: Justus-Liebig-Universität, 2009-2011.",2009,no,yes,,,,,,,,
0155,Chroniques latines du Mont Saint-Michel (IXe-XIIe siècle),https://www.unicaen.fr/puc/sources/chroniqueslatines/,"Ed. by Pierre Bouet. Caen: Université de Caen, 2007-2013.",2007,no,yes,,,,,,,,
0156,Civil War Governors of Kentucky - Digital Documentary Edition,http://discovery.civilwargovernors.org/,"Directed by Patrick A. Lewis. Frankfort (KY): Kentucky Historical Society, 2016.",2016,no,yes,,,,,,,,
0157,Clara Katharina Pollaczek: Arthur Schnitzler und ich. Digitale Ausgabe,https://pollaczek.acdh.oeaw.ac.at/,,,yes,no,326,yes,yes,yes,Long Nineteenth Century; Modern,GER,yes,no
0158,Claudii Claudiani Carmina Latina,http://www.curculio.org/Claudian/index.html,,,yes,no,82,no,no,yes,Antiquity,LAT,not provided,no
0159,Clavius on the Web,http://claviusontheweb.it/,,,yes,no,226,yes,no,no,Early Modern,ITA; LAT,yes,no
0160,Clotel by William Wells Brown,http://www.upress.virginia.edu/content/clotel-william-wells-brown-electronic-scholarly-edition,,,yes,no,141,yes,no,no,Long Nineteenth Century,ENG,not provided,no
0161,Clusius Correspondence: A Digital Edition-in-Progress,http://clusiuscorrespondence.huygens.knaw.nl/,"Project lead by Esther van Gelder. The Hague: Huygens Institute, 2015.",2015,no,yes,,,,,,,,
0162,CMCL - Corpus dei Manoscritti Copti Letterari,http://www.cmcl.it,"Unter der Leitung von Tito Orlandi. Rom/Hamburg: Università di Roma / Hiob Ludolf Zentrum Hamburg, 2003-2004.",2003,no,yes,,,,,,,,
0163,Codex Aitolahti - verkkojulkaisu,https://editiot.finlit.fi/exist/apps/codex-aitolahti/index.html,"Harri Uusitalo. Helsinki: Suomalaisen Kirjallisuuden Seura, 2021.",2021,no,yes,,,,,,,,
0164,Codex Sinaiticus,http://codexsinaiticus.org/en/,"Directed by Ronald Milne and John Tuck. London: British Library, 2007.",2007,yes,yes,10,yes,yes,yes,Antiquity,GRC,not provided,http://ride.i-d-e.de/issues/issue-1/codex-sinaiticus/
0165,Codice diplomatico della Lombardia medievale,http://www.lombardiabeniculturali.it/cdlm/,"A cura di Michele Ansani et al. Pavia: Università di Pavia, 2000-2012.",2000,no,yes,,,,,,,,
0166,Codice Diplomatico della Lombardia Medievale,http://cdlm.unipv.it/,,,yes,no,84,no,no,no,Middle Ages,LAT,partly,no
0167,Códice Mendoza / Codex Mendoza,http://codicemendoza.inah.gob.mx/,"Ed. by Noemí Cadena Corona et al. Mexico City: INAH, 2014.",2014,no,yes,,,,,,,,
0168,Codice Pelavicino,http://pelavicino.labcd.unipi.it/,,,yes,no,212,yes,no,yes,Middle Ages,LAT,yes,no
0169,Codice Pelavicino. Edizione Digitale.,https://www.collane.unito.it/evt/vbd-1.0/,A cura di Enrica Salvatori. 2014.,2014,no,yes,,,,,,,,
0170,Collection of Swiss Law Sources,http://www.ssrq-sds-fds.ch/online/,,,yes,no,203,yes,no,yes,Middle Ages,LAT; GER; FRE; ITA; ROH,no,no
0171,Colonial Despatches - The colonial despatches of Vancouver Island and British Columbia 1846-1871,http://bcgenesis.uvic.ca/,"Directed by John Lutz. Victoria (BC): Humanities Computing and Media Centre / University of Victoria, s.a. [presumably 2008].",2008,no,yes,,,,,,,,
0172,Commentaria in Aristotelem Graeca et Byzantina – Texte,https://cagb-digital.de,"Geleitet von Christian Brockmann. Berlin: Berlin-Brandenburgische Akademie der Wissenschaften, 2014-.",2014,no,yes,,,,,,,,
0173,Comparatio: Des chants liturgiques médiévaux,http://comparatio.irht.cnrs.fr,"Édition par François Bougard. Paris: CNRS, Institut de recherche et d'histoire des textes, 2016.",2016,no,yes,,,,,,,,
0174,"Comparing Marks: A Versioning Edition of Virginia Woolf's ""The Mark on the Wall""",https://www.scholarlyediting.org/2014/editions/intro.markonthewall.html,"Ed. by Emily McGinn, Amy Leggette, Matthew Hannah, and Paul Bellew. Eugene: University of Oregon, 2014.",2014,no,yes,,,,,,,,
0175,"Con2: An Edition of The Anglo-Saxon Chronicles, 924-983",http://web.archive.org/web/20080209001636/http://www.slu.edu/departments/english/chron/index.html,"Craig Branham. Saint Louis (MO): Saint Louis University, 1996.",1996,no,yes,,,,,,,,
0176,Conclusiones CM,http://www.stg.brown.edu/projects/pico/about.php,,,yes,no,113,partly,no,no,Middle Ages,LAT,not provided,no
0177,Constitutiones et acta publica imperatorum et regum 1357–1378 [Urkunden Kaiser Karls IV. 1357–1378],http://telota.bbaw.de/constitutiones/,"Unter der Leitung von Michael Menzel. Berlin: Berlin-Brandenburgische Akademie der Wissenschaften, 2012.",2012,no,yes,,,,,,,,
0178,Controversia et Confessio: Quellenedition zur Bekenntnisbildung und Konfessionalisierung (1548-1580),www.controversia-et-confessio.de/cc-digital/digitale-edition.html,"Hg. von Irene Dingel. Mainz/Wolfenbüttel: Leibniz-Instituts für Europäische Geschichte / Johannes Gutenberg-Universität / Herzog August Bibliothek, 2012-.",2012,no,yes,,,,,,,,
0179,CoReMA: Cooking Recipes of the Middle Ages,https://gams.uni-graz.at/context:corema,"Hrsg. von Helmut W. Klug. Graz: Zentrum für Informationsmodellierung, 2020-.",2020,no,yes,,,,,,,,
0180,Corpus Augustinianum Gissense a Cornelio Mayer editum,https://cag-online.net/,"Hg. von Cornelius Mayer. Basel: Schwabe, 1996; ISBN 978-3796509894.",1996,no,yes,,,,,,,,
0181,Corpus Coranicum – Textdokumentation und historisch-kritischer Kommentar zum Koran,https://corpuscoranicum.de,"Geleitet von Prof. Dr. Angelika Neuwirth. Berlin: Berlin-Brandenburgische Akedamie der Wissenschaften, 2007-.",2007,no,yes,,,,,,,,
0182,Corpus der hethitischen Festrituale (HFR),https://www.hethport.uni-wuerzburg.de/txhet_festrit/textindex.php?g=festrit&l=x,"Projektleitung: Daniel Schwemer und Elisabeth Rieken. Würzburg: Julius-Maximilians-Universität Würzburg, 2021.",2021,no,yes,,,,,,,,
0183,Corpus Juris Canonici (1582),http://digidev.library.ucla.edu/canonlaw/,"Ed. by Henry Ansgar Kelly and Howard Batchelor. Los Angeles (CA): University of California / Los Angeles Library, 2006.",2006,no,yes,,,,,,,,
0184,Corpus Monodicum - Die einstimmige Musik des lateinischen Mittelalters,https://corpus-monodicum.de/,"Projektleitung: Andreas Haug (bis 2024), Frank Puppe und Konstantin Voigt (seit 2025). Mainz: Akademie der Wissenschaften und der Literatur Mainz, Würzburg: Julius-Maximilians-Universität Würzburg, 2021-2026.",2021,no,yes,,,,,,,,
0185,Corpus of Ioannes Dantiscus' Texts & Correspondence,http://dantiscus.al.uw.edu.pl/,,,yes,no,200,yes,no,yes,Early Modern,LAT; GER; SPA; POL; ITA; FRE; BEL; CZE,partly,no
0186,Corpus of the Inscriptions of Campā (CIC),http://isaw.nyu.edu/publications/inscriptions/campa/,"Publication of the École française d'Extrême-Orient (EFEO), realized in collaboration with the Institute for the Study of the Ancient World (New York University), 2012.",2012,yes,yes,41,yes,yes,yes,Middle Ages,SAN; VIE,not provided,no
0187,Corpus Rhythmorum Musicum (SAEC. IV-IX) I - Songs from non-liturgical sources,http://www.corimu.unisi.it/,"Digital edition coordinated by Francesco Stella, musical edition by Sam Berrett. Siena: Università degli studi di Siena ad Arezzo, 2009.",2009,yes,yes,38,no,no,yes,Antiquity; Middle Ages,LAT,not provided,no
0188,Corpus Thomisticum,http://www.corpusthomisticum.org/,"Hg. von Enrique Alarcón. Pamplona: Universidad de Navarra, 2000-.",2000,no,yes,,,,,,,,
0189,Correspondance Barbeyrac (1702-1743),http://lumieres.unil.ch/projets/barbeyrac,"Ed. by Béla Kapossy, Béatrice Lovis, Petter Korkman, Taina Pierrier, Meri Päivärinne et. al. Lausanne/Helsinki: Lumières.Lausanne/University of Helsinki, 2017.",2017,no,yes,,,,,,,,
0190,Correspondance complète et autres écrits de Guy Patin,https://www.biusante.parisdescartes.fr/patin/,"Édités par Loïc Capron. Paris: BIU Santé, 2019.",2019,no,yes,,,,,,,,
0191,Correspondance d'Isabelle de Charrière,https://charriere.huygens.knaw.nl,"Ed. by Suzan van Dijk and Madeleine van Strien-Chardonneau. Amsterdam: Huygens ING, 2019.",2019,no,yes,,,,,,,,
0192,Correspondance de Pierre Bayle,http://bayle-correspondance.univ-st-etienne.fr/?lang=fr,,,yes,no,6,yes,no,yes,Early Modern,FRE,not provided,no
0193,Correspondance Mirabeau - Sacconay (1731-1784),http://lumieres.unil.ch/projets/,"Directed by Béla Kapossy, editorial work by Sarah Meylan and Sabine Pellaux. Lausanne: Université de Lausanne, 2013.",2013,no,yes,,,,,,,,
0194,Correspondances égyptologiques. Lettres d’Auguste Mariette,https://thlebee.github.io/CoEg/,Éditées par Th. Lebée. 2020-.,2020,no,yes,,,,,,,,
0195,Correspondence between Henri Fantin-Latour and Otto Scholderer (1858-1902),http://quellen-perspectivia.net/en/fantin-scholderer/start,"Ed. by Mathilde Arnoux, Thomas W. Gaehtgens and Anne Tempelaere-Panzani. Paris: Centre Allemand d'histoire de l'art, 2014.",2014,no,yes,,,,,,,,
0196,Correspondence de Pierre Bayle,http://bayle-correspondance.univ-st-etienne.fr/,"Sous la direction scientifique d’Antony McKenna et de Fabienne Vial-Bonacci. St. Etienne: Université St. Etienne, 2011-.",2011,no,yes,,,,,,,,
0197,Correspondence of James K. Polk Digital Edition,https://rotunda.upress.virginia.edu/founders/POLK.html,"Ed. by Michael David Cohen et al. Charlottesville: University of Virginia Press, Rotunda, 2021.",2021,no,yes,,,,,,,,
0198,Cozroh-Codex (BayHStA HL Freising 3a) - Digitale Edition,https://www.bayerische-landesbibliothek-online.de/cozroh,"Von Adelheid Krah. München: Bayerische Landesbibliothek online, 2010.",2010,no,yes,,,,,,,,
0199,Cretan Institutional Inscriptions,https://web.archive.org/web/20220617053038/https://ilc4clarin.ilc.cnr.it/cretaninscriptions/en/,"Ed. by Irene Vagionakis. Venice: Ca' Foscari University of Venice, 2016-2019.",2016,no,yes,,,,,,,,
0200,Csokonai Vitéz Mihály összes művei,http://deba.unideb.hu/deba/csokonai_muvei/,,,yes,no,281,yes,no,yes,Long Nineteenth Century,HUN; LAT; DEU,yes,no
0201,CTP2 - Canterbury Tales - Textual Communities Edition,https://textualcommunities.org/app/community/?id=5aaa517f8d92a41bfffafacc&route=view&document=5d4448772335e070c676ef97&page=5d444867d8f0ec0000133e93,"Ed. by Peter Robinson. Saskatoon: University of Saskatchewan, 2018-.",2018,no,yes,,,,,,,,
