register,entry,lemma,reading,witnesses,type,isLemma
main,collazione-05:0.1.0.36.0.5,auaunt,auaunt,Edition,,true
main,collazione-05:0.1.0.36.0.5,auaunt,auauntEditionAd1Ad3Bo1Bo2ChCnCpCx1Cx2DlDs1ElEn1En3FiGgHa2Ha3Ha4HgHtIiLaLcLd1MaMgMmNlPh2PnPs-origPwPyRa3Ry1Ry2SeSl2Tc1Tc2To1Wy,Edition Ad1 Ad3 Bo1 Bo2 Ch Cn Cp Cx1 Cx2 Dl Ds1 El En1 En3 Fi Gg Ha2 Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ma Mg Mm Nl Ph2 Pn Ps-orig Pw Py Ra3 Ry1 Ry2 Se Sl2 Tc1 Tc2 To1 Wy,,false
main,collazione-05:0.1.0.36.0.5,auaunt,his auauntLd2Ps-mod,Ld2 Ps-mod,,false
main,collazione-05:0.1.0.37.0.1,He wiste that,He wiste that,Edition,,true
main,collazione-05:0.1.0.37.0.1,He wiste that,He wiste thatEditionAd1Ad3Bo1Bo2ChCpCx2DlDs1ElEn1En3GgHa2Ha4HgIiLaLcLd1Ld2MgMmPh2PnPs-origPwPyRa3Ry1Ry2SeSl2Tc1To1Wy,Edition Ad1 Ad3 Bo1 Bo2 Ch Cp Cx2 Dl Ds1 El En1 En3 Gg Ha2 Ha4 Hg Ii La Lc Ld1 Ld2 Mg Mm Ph2 Pn Ps-orig Pw Py Ra3 Ry1 Ry2 Se Sl2 Tc1 To1 Wy,,false
main,collazione-05:0.1.0.37.0.1,He wiste that,He wiste therHa3,Ha3,,false
main,collazione-05:0.1.0.37.0.1,He wiste that,He wiste wel thatCnMaPs-mod,Cn Ma Ps-mod,,false
main,collazione-05:0.1.0.37.0.1,He wiste that,If thatCx1NlTc2,Cx1 Nl Tc2,,false
main,collazione-05:0.1.0.37.0.1,He wiste that,That he wiste thatFi,Fi,,false
main,collazione-05:0.1.0.37.0.1,He wiste that,ThatHt,Ht,,false
main,collazione-05:0.1.0.37.0.2,a man,a man,Edition,,true
main,collazione-05:0.1.0.37.0.2,a man,a manEditionAd1Ad3Bo1Bo2ChCnCpCx1Cx2DlDs1ElEn1En3GgHa2Ha4HgHtIiLaLcLd1Ld2MaMgMmNlPh2PnPsPwPyRa3Ry1Ry2SeSl2Tc1Tc2To1Wy,Edition Ad1 Ad3 Bo1 Bo2 Ch Cn Cp Cx1 Cx2 Dl Ds1 El En1 En3 Gg Ha2 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ma Mg Mm Nl Ph2 Pn Ps Pw Py Ra3 Ry1 Ry2 Se Sl2 Tc1 Tc2 To1 Wy,,false
main,collazione-05:0.1.0.37.0.2,a man,by a manHa3,Ha3,,false
main,collazione-05:0.1.0.37.0.2,a man,manFi,Fi,,false
main,collazione-05:0.1.0.37.0.3,was repentaunt,was repentaunt,Edition,,true
main,collazione-05:0.1.0.37.0.3,was repentaunt,was repentauntEditionAd1Ad3Bo1Bo2ChCnCpCx1Cx2DlDs1ElEn1GgHa2Ha3Ha4HgIiLaLcLd1Ld2MgMmPh2PnPsPwPyRa3Ry1Ry2SeSl2Tc1Tc2To1Wy,Edition Ad1 Ad3 Bo1 Bo2 Ch Cn Cp Cx1 Cx2 Dl Ds1 El En1 Gg Ha2 Ha3 Ha4 Hg Ii La Lc Ld1 Ld2 Mg Mm Ph2 Pn Ps Pw Py Ra3 Ry1 Ry2 Se Sl2 Tc1 Tc2 To1 Wy,,false
main,collazione-05:0.1.0.37.0.3,was repentaunt,is repentauntMa,Ma,,false
main,collazione-05:0.1.0.37.0.3,was repentaunt,full repentauntFi,Fi,,false
main,collazione-05:0.1.0.37.0.3,was repentaunt,so hard was repentauntEn3,En3,,false
main,collazione-05:0.1.0.37.0.3,was repentaunt,were repentauntHtNl,Ht Nl,,false
main,collazione-05:0.1.0.38.0.1,For many a man,For many a man,Edition,,true
main,collazione-05:0.1.0.38.0.1,For many a man,For many a manEditionAd1Ad3Bo1Bo2ChCnCpDlDs1ElEn1En3FiGgHa2Ha3Ha4HgIiLaLcLd2MaMgMmPh2PsPwPyRa3Ry1Ry2SeSl2Tc1To1,Edition Ad1 Ad3 Bo1 Bo2 Ch Cn Cp Dl Ds1 El En1 En3 Fi Gg Ha2 Ha3 Ha4 Hg Ii La Lc Ld2 Ma Mg Mm Ph2 Ps Pw Py Ra3 Ry1 Ry2 Se Sl2 Tc1 To1,,false
main,collazione-05:0.1.0.38.0.1,For many a man,For a manHt,Ht,,false
main,collazione-05:0.1.0.38.0.1,For many a man,Many a manCx1Cx2PnTc2Wy,Cx1 Cx2 Pn Tc2 Wy,,false
main,collazione-05:0.1.0.38.0.1,For many a man,Many manLd1,Ld1,,false
main,collazione-05:0.1.0.38.0.1,For many a man,a manNl,Nl,,false
main,collazione-05:0.1.0.38.0.2,so hard is,so hard is,Edition,,true
main,collazione-05:0.1.0.38.0.2,so hard is,so hard isEditionAd1Ad3Bo1Bo2ChCpCx1Cx2Dl-modDs1ElEn1En3FiGgHa2Ha4HgHtIiLaLcLd1Ld2MaMgPh2PnPsPyRa3Ry1SeSl2Tc1To1Wy,Edition Ad1 Ad3 Bo1 Bo2 Ch Cp Cx1 Cx2 Dl-mod Ds1 El En1 En3 Fi Gg Ha2 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ma Mg Ph2 Pn Ps Py Ra3 Ry1 Se Sl2 Tc1 To1 Wy,,false
main,collazione-05:0.1.0.38.0.2,so hard is,so hard wasNl,Nl,,false
main,collazione-05:0.1.0.38.0.2,so hard is,is so hardCnHa3MmPwRy2,Cn Ha3 Mm Pw Ry2,,false
main,collazione-05:0.1.0.38.0.2,so hard is,hard isDl-origTc2,Dl-orig Tc2,,false
main,collazione-05:0.1.0.38.0.3,of his herte,of his herte,Edition,,true
main,collazione-05:0.1.0.38.0.3,of his herte,of his herteEditionAd1Ad3Bo2CpDlDs1ElEn1GgHa2Ha4HgHtLaLcMgMmPh2PsPwPyRa3Ry1Ry2SeSl2Tc1,Edition Ad1 Ad3 Bo2 Cp Dl Ds1 El En1 Gg Ha2 Ha4 Hg Ht La Lc Mg Mm Ph2 Ps Pw Py Ra3 Ry1 Ry2 Se Sl2 Tc1,,false
main,collazione-05:0.1.0.38.0.3,of his herte,of herteBo1ChCnCx1Cx2En3Ha3IiLd1Ld2MaNlPnTc2To1Wy,Bo1 Ch Cn Cx1 Cx2 En3 Ha3 Ii Ld1 Ld2 Ma Nl Pn Tc2 To1 Wy,,false
main,collazione-05:0.1.0.38.0.3,of his herte,herteFi,Fi,,false
main,collazione-05:0.1.0.39.0.1,He may nat weepe,He may nat weepe,Edition,,true
main,collazione-05:0.1.0.39.0.1,He may nat weepe,He may nat weepeEditionAd1Ad3Bo1Bo2ChCnCpCx1Cx2DlDs1ElEn1En3FiGgHa2Ha3Ha4HgHtIiLaLcLd2MaMgMmPh2PnPsPwPyRa3Ry1Ry2SeSl2Tc1Tc2To1Wy,Edition Ad1 Ad3 Bo1 Bo2 Ch Cn Cp Cx1 Cx2 Dl Ds1 El En1 En3 Fi Gg Ha2 Ha3 Ha4 Hg Ht Ii La Lc Ld2 Ma Mg Mm Ph2 Pn Ps Pw Py Ra3 Ry1 Ry2 Se Sl2 Tc1 Tc2 To1 Wy,,false
main,collazione-05:0.1.0.39.0.1,He may nat weepe,Mai nat weepeLd1,Ld1,,false
main,collazione-05:0.1.0.39.0.1,He may nat weepe,weepeNl,Nl,,false
main,collazione-05:0.1.0.39.0.2,thogh,thogh,Edition,,true
main,collazione-05:0.1.0.39.0.2,thogh,thoghEditionAd1ChCx1Cx2En3GgHa4HgLd2MaNlPnPyTc2Wy,Edition Ad1 Ch Cx1 Cx2 En3 Gg Ha4 Hg Ld2 Ma Nl Pn Py Tc2 Wy,,false
main,collazione-05:0.1.0.39.0.2,thogh,ifDlLd1,Dl Ld1,,false
main,collazione-05:0.1.0.39.0.2,thogh,althoghAd3Bo1Bo2CnCpDs1ElEn1FiHa2Ha3HtIiLaLcMgMmPh2PsPwRa3Ry1Ry2SeSl2Tc1To1,Ad3 Bo1 Bo2 Cn Cp Ds1 El En1 Fi Ha2 Ha3 Ht Ii La Lc Mg Mm Ph2 Ps Pw Ra3 Ry1 Ry2 Se Sl2 Tc1 To1,,false
main,collazione-05:0.1.0.39.0.3,that he soore,that he soore,Edition,,true
main,collazione-05:0.1.0.39.0.3,that he soore,that he sooreEditionChHg,Edition Ch Hg,,false
main,collazione-05:0.1.0.39.0.3,that he soore,he sooreAd1Ad3Bo1Cx1Cx2En3IiLaLd1Ld2MaNlPnPyRy1Sl2Tc1Tc2Wy,Ad1 Ad3 Bo1 Cx1 Cx2 En3 Ii La Ld1 Ld2 Ma Nl Pn Py Ry1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-05:0.1.0.39.0.3,that he soore,heHt,Ht,,false
main,collazione-05:0.1.0.39.0.3,that he soore,hym sooreBo2CnCpDlDs1ElEn1FiGgHa2Ha3Ha4LcMgMmPh2PsPwRa3Ry2SeTo1,Bo2 Cn Cp Dl Ds1 El En1 Fi Gg Ha2 Ha3 Ha4 Lc Mg Mm Ph2 Ps Pw Ra3 Ry2 Se To1,,false
main,collazione-05:0.1.0.39.0.4,smerte,smerte,Edition,,true
main,collazione-05:0.1.0.39.0.4,smerte,smerteEditionAd1Ad3Bo1Bo2ChCnCpCx1Cx2DlDs1ElEn1En3FiGgHa2Ha3Ha4HgHtIiLaLcLd1Ld2MaMgNlPh2PnPsPwPyRa3Ry1Ry2SeSl2Tc1Tc2To1Wy,Edition Ad1 Ad3 Bo1 Bo2 Ch Cn Cp Cx1 Cx2 Dl Ds1 El En1 En3 Fi Gg Ha2 Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ma Mg Nl Ph2 Pn Ps Pw Py Ra3 Ry1 Ry2 Se Sl2 Tc1 Tc2 To1 Wy,,false
main,collazione-05:0.1.0.39.0.4,smerte,a smerteMm,Mm,,false
main,collazione-05:0.1.0.40.0.1,Therfore,Therfore,Edition,,true
main,collazione-05:0.1.0.40.0.1,Therfore,TherforeEditionAd3Bo1Bo2ChCnCpCx1Cx2DlDs1ElEn1FiGgHa2Ha3Ha4HgHtLaLcLd1Ld2MaMgMmNlPh2PnPsPwPyRa3Ry1Ry2SeSl2Tc1Tc2To1Wy,Edition Ad3 Bo1 Bo2 Ch Cn Cp Cx1 Cx2 Dl Ds1 El En1 Fi Gg Ha2 Ha3 Ha4 Hg Ht La Lc Ld1 Ld2 Ma Mg Mm Nl Ph2 Pn Ps Pw Py Ra3 Ry1 Ry2 Se Sl2 Tc1 Tc2 To1 Wy,,false
main,collazione-05:0.1.0.40.0.1,Therfore,WherforeIi,Ii,,false
main,collazione-05:0.1.0.40.0.1,Therfore,And therforeAd1En3,Ad1 En3,,false
main,collazione-05:0.1.0.40.0.2,in stede,in stede,Edition,,true
main,collazione-05:0.1.0.40.0.2,in stede,in stedeEditionAd1Ad3Bo1Bo2ChCnCpCx1Cx2DlDs1ElEn1En3FiGgHa2Ha3Ha4HgHtIiLaLcLd1Ld2MaMgMmNlPh2PnPsPwPyRa3Ry1Ry2SeSl2Tc1Tc2To1Wy,Edition Ad1 Ad3 Bo1 Bo2 Ch Cn Cp Cx1 Cx2 Dl Ds1 El En1 En3 Fi Gg Ha2 Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ma Mg Mm Nl Ph2 Pn Ps Pw Py Ra3 Ry1 Ry2 Se Sl2 Tc1 Tc2 To1 Wy,,false
main,collazione-05:0.1.0.40.0.3,of wepynge,of wepynge,Edition,,true
main,collazione-05:0.1.0.40.0.3,of wepynge,of wepyngeEditionAd1Ad3Bo1Bo2ChCpCx1Cx2DlElEn3FiGgHa2Ha3Ha4HgIiLaLcLd1Ld2MgMmPh2PnPsPwPyRa3Ry1Ry2SeSl2Tc1Tc2To1Wy,Edition Ad1 Ad3 Bo1 Bo2 Ch Cp Cx1 Cx2 Dl El En3 Fi Gg Ha2 Ha3 Ha4 Hg Ii La Lc Ld1 Ld2 Mg Mm Ph2 Pn Ps Pw Py Ra3 Ry1 Ry2 Se Sl2 Tc1 Tc2 To1 Wy,,false
main,collazione-05:0.1.0.40.0.3,of wepynge,of penaunceCnDs1En1Ma,Cn Ds1 En1 Ma,,false
main,collazione-05:0.1.0.40.0.3,of wepynge,of wepingesHt,Ht,,false
main,collazione-05:0.1.0.40.0.3,of wepynge,in wepyngeNl,Nl,,false
main,collazione-05:0.1.0.40.0.4,and preyeres,and preyeres,Edition,,true
main,collazione-05:0.1.0.40.0.4,and preyeres,and preyeresEditionAd1Bo1Bo2ChCpCx1Cx2DlDs1ElEn1En3FiGgHa2Ha3Ha4HgIiLaLcLd1Ld2MaMgMmNlPh2PnPsPwPyRa3Ry2SeSl2Tc1Tc2Wy,Edition Ad1 Bo1 Bo2 Ch Cp Cx1 Cx2 Dl Ds1 El En1 En3 Fi Gg Ha2 Ha3 Ha4 Hg Ii La Lc Ld1 Ld2 Ma Mg Mm Nl Ph2 Pn Ps Pw Py Ra3 Ry2 Se Sl2 Tc1 Tc2 Wy,,false
main,collazione-05:0.1.0.40.0.4,and preyeres,and of preyeresAd3HtRy1,Ad3 Ht Ry1,,false
main,collazione-05:0.1.0.40.0.4,and preyeres,and prayerCnTo1,Cn To1,,false
main,collazione-05:0.1.0.41.0.1,Men,Men,Edition,,true
main,collazione-05:0.1.0.41.0.1,Men,MenEditionAd1Ad3Bo1Bo2ChCnCpCx1Cx2DlDs1ElEn1En3FiGgHa2Ha3Ha4HgHtIiLaLcLd1Ld2MaMgMmNlPh2PnPsPwPyRa3Ry1-modRy2SeSl2Tc1Tc2To1Wy,Edition Ad1 Ad3 Bo1 Bo2 Ch Cn Cp Cx1 Cx2 Dl Ds1 El En1 En3 Fi Gg Ha2 Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ma Mg Mm Nl Ph2 Pn Ps Pw Py Ra3 Ry1-mod Ry2 Se Sl2 Tc1 Tc2 To1 Wy,,false
main,collazione-05:0.1.0.41.0.1,Men,Men misRy1-orig,Ry1-orig,,false
main,collazione-05:0.1.0.41.0.2,moote yeue siluer,moote yeue siluer,Edition,,true
main,collazione-05:0.1.0.41.0.2,moote yeue siluer,moote yeue siluerEditionAd1Ad3Bo1Bo2ChCnCpCx1Cx2DlDs1ElEn1En3FiGgHa2Ha3Ha4HgHtIiLaLcLd1Ld2MaMgMmNlPh2PnPsPwPyRa3Ry1Ry2SeSl2Tc1Tc2To1Wy,Edition Ad1 Ad3 Bo1 Bo2 Ch Cn Cp Cx1 Cx2 Dl Ds1 El En1 En3 Fi Gg Ha2 Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ma Mg Mm Nl Ph2 Pn Ps Pw Py Ra3 Ry1 Ry2 Se Sl2 Tc1 Tc2 To1 Wy,,false
main,collazione-05:0.1.0.41.0.3,to the poure freres,to the poure freres,Edition,,true
main,collazione-05:0.1.0.41.0.3,to the poure freres,to the poure freresEditionAd1Bo1Bo2ChCnCpCx1Cx2DlDs1ElEn1En3FiGgHa2Ha4HgIiLaLcLd1Ld2MaMgMmNlPh2PnPwPyRa3Ry2SeTc2To1Wy,Edition Ad1 Bo1 Bo2 Ch Cn Cp Cx1 Cx2 Dl Ds1 El En1 En3 Fi Gg Ha2 Ha4 Hg Ii La Lc Ld1 Ld2 Ma Mg Mm Nl Ph2 Pn Pw Py Ra3 Ry2 Se Tc2 To1 Wy,,false
main,collazione-05:0.1.0.41.0.3,to the poure freres,on to the poure freresHa3,Ha3,,false
main,collazione-05:0.1.0.41.0.3,to the poure freres,vnto the poure freresHtPsSl2,Ht Ps Sl2,,false
main,collazione-05:0.1.0.41.0.3,to the poure freres,vnto poure freresAd3Ry1Tc1,Ad3 Ry1 Tc1,,false
main,collazione-05:0.1.0.42.0.1,His typet,His typet,Edition,,true
main,collazione-05:0.1.0.42.0.1,His typet,His typetEditionAd1Ad3Bo1Bo2ChCnCpCx1Cx2DlDs1ElEn1En3FiGgHa2Ha3Ha4HgHtIiLaLcLd1Ld2MaMgMmNlPh2PnPsPwPyRa3Ry1Ry2SeSl2Tc1To1Wy,Edition Ad1 Ad3 Bo1 Bo2 Ch Cn Cp Cx1 Cx2 Dl Ds1 El En1 En3 Fi Gg Ha2 Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ma Mg Mm Nl Ph2 Pn Ps Pw Py Ra3 Ry1 Ry2 Se Sl2 Tc1 To1 Wy,,false
main,collazione-05:0.1.0.42.0.1,His typet,Hit typetTc2,Tc2,,false
main,collazione-05:0.1.0.42.0.2,was ay farsed,was ay farsed,Edition,,true
main,collazione-05:0.1.0.42.0.2,was ay farsed,was ay farsedEditionAd1Ad3Bo1ChCnCpDlDs1ElEn1En3FiGgHa2Ha3Ha4HgHtLaLcLd2MaMgMmPsPwRa3Ry1Ry2SeSl2Tc1To1,Edition Ad1 Ad3 Bo1 Ch Cn Cp Dl Ds1 El En1 En3 Fi Gg Ha2 Ha3 Ha4 Hg Ht La Lc Ld2 Ma Mg Mm Ps Pw Ra3 Ry1 Ry2 Se Sl2 Tc1 To1,,false
main,collazione-05:0.1.0.42.0.2,was ay farsed,was ay forsedBo2,Bo2,,false
main,collazione-05:0.1.0.42.0.2,was ay farsed,was y forsedCx1Tc2,Cx1 Tc2,,false
main,collazione-05:0.1.0.42.0.2,was ay farsed,was farsedIi,Ii,,false
main,collazione-05:0.1.0.42.0.2,was ay farsed,was yfarsedCx2Ph2PnPyWy,Cx2 Ph2 Pn Py Wy,,false
main,collazione-05:0.1.0.42.0.2,was ay farsed,was stuffedLd1,Ld1,,false
main,collazione-05:0.1.0.42.0.2,was ay farsed,stuffed wasNl,Nl,,false
main,collazione-05:0.1.0.42.0.3,ful of knyues,ful of knyues,Edition,,true
main,collazione-05:0.1.0.42.0.3,ful of knyues,ful of knyuesEditionAd1Ad3Bo1Bo2ChCnCpCx1Cx2DlDs1ElEn1En3FiGgHa2Ha3Ha4HgHtIiLaLcLd1Ld2MaMgMmNlPh2PnPsPwPyRa3Ry1Ry2SeSl2Tc1Tc2To1Wy,Edition Ad1 Ad3 Bo1 Bo2 Ch Cn Cp Cx1 Cx2 Dl Ds1 El En1 En3 Fi Gg Ha2 Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ma Mg Mm Nl Ph2 Pn Ps Pw Py Ra3 Ry1 Ry2 Se Sl2 Tc1 Tc2 To1 Wy,,false
main,collazione-05:0.1.0.43.0.1,And pynnes,And pynnes,Edition,,true
main,collazione-05:0.1.0.43.0.1,And pynnes,And pynnesEditionAd1Bo1Bo2ChCnCpDlDs1ElEn1En3FiGgHa2Ha4HgLaLcLd2MaMgMmPh2PsPwPyRa3Ry1Ry2SeSl2To1,Edition Ad1 Bo1 Bo2 Ch Cn Cp Dl Ds1 El En1 En3 Fi Gg Ha2 Ha4 Hg La Lc Ld2 Ma Mg Mm Ph2 Ps Pw Py Ra3 Ry1 Ry2 Se Sl2 To1,,false
main,collazione-05:0.1.0.43.0.1,And pynnes,And of pynnesHa3,Ha3,,false
main,collazione-05:0.1.0.43.0.1,And pynnes,And with pynnesCx1Cx2HtIiLd1NlPnTc2Wy,Cx1 Cx2 Ht Ii Ld1 Nl Pn Tc2 Wy,,false
main,collazione-05:0.1.0.43.0.1,And pynnes,And certainli pynnesTc1,Tc1,,false
main,collazione-05:0.1.0.43.0.2,for to,for to,Edition,,true
main,collazione-05:0.1.0.43.0.2,for to,for toEditionAd1Bo1Bo2ChCnCpDlDs1ElEn1En3FiGgHa2Ha4HgLaLcMaMgMmPh2PsPwRa3Ry1Ry2SeSl2Tc1To1,Edition Ad1 Bo1 Bo2 Ch Cn Cp Dl Ds1 El En1 En3 Fi Gg Ha2 Ha4 Hg La Lc Ma Mg Mm Ph2 Ps Pw Ra3 Ry1 Ry2 Se Sl2 Tc1 To1,,false
main,collazione-05:0.1.0.43.0.2,for to,toCx1Cx2Ha3HtIiLd1Ld2NlPnPyTc2Wy,Cx1 Cx2 Ha3 Ht Ii Ld1 Ld2 Nl Pn Py Tc2 Wy,,false
main,collazione-05:0.1.0.43.0.3,yeuen,yeuen,Edition,,true
main,collazione-05:0.1.0.43.0.3,yeuen,yeuenEditionAd1Bo1Bo2ChCnCpCx1Cx2DlDs1ElEn1En3FiGgHa2Ha3Ha4HgHtIiLaLcLd1Ld2MaMgMmNlPh2PnPwPyRa3Ry1Ry2SeSl2Tc1Tc2To1Wy,Edition Ad1 Bo1 Bo2 Ch Cn Cp Cx1 Cx2 Dl Ds1 El En1 En3 Fi Gg Ha2 Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ma Mg Mm Nl Ph2 Pn Pw Py Ra3 Ry1 Ry2 Se Sl2 Tc1 Tc2 To1 Wy,,false
main,collazione-05:0.1.0.43.0.3,yeuen,gyf þᵉPs-mod,Ps-mod,,false
main,collazione-05:0.1.0.43.0.3,yeuen,gyfPs-orig,Ps-orig,,false
main,collazione-05:0.1.0.43.0.4,faire wyues,faire wyues,Edition,,true
main,collazione-05:0.1.0.43.0.4,faire wyues,faire wyuesEditionAd1Bo2ChCnCpCx1Cx2Ds1En1En3FiGgHa2Ha4HgHtIiLaLcLd1Ld2MaMgMmNlPnPsPwRa3Ry1Ry2Sl2Tc1Tc2To1Wy,Edition Ad1 Bo2 Ch Cn Cp Cx1 Cx2 Ds1 En1 En3 Fi Gg Ha2 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ma Mg Mm Nl Pn Ps Pw Ra3 Ry1 Ry2 Sl2 Tc1 Tc2 To1 Wy,,false
main,collazione-05:0.1.0.43.0.4,faire wyues,yonge wyuesBo1ElPh2,Bo1 El Ph2,,false
main,collazione-05:0.1.0.43.0.4,faire wyues,the faire wyuesHa3,Ha3,,false
main,collazione-05:0.1.0.43.0.4,faire wyues,vnto faire wyuesPy,Py,,false
main,collazione-05:0.1.0.43.0.4,faire wyues,to faire wyuesDlSe,Dl Se,,false
main,collazione-05:0.1.0.44.0.1,And certeynly,And certeynly,Edition,,true
main,collazione-05:0.1.0.44.0.1,And certeynly,And certeynlyEditionAd1Bo1Bo2ChCnCpCx1Cx2DlDs1ElEn1En3FiGgHa2Ha3Ha4HgIiLaLcLd1Ld2MaMgMmNlPh2PnPsPwPyRa3Ry2SeSl2Tc1Tc2To1Wy,Edition Ad1 Bo1 Bo2 Ch Cn Cp Cx1 Cx2 Dl Ds1 El En1 En3 Fi Gg Ha2 Ha3 Ha4 Hg Ii La Lc Ld1 Ld2 Ma Mg Mm Nl Ph2 Pn Ps Pw Py Ra3 Ry2 Se Sl2 Tc1 Tc2 To1 Wy,,false
main,collazione-05:0.1.0.44.0.1,And certeynly,And certeinHt,Ht,,false
main,collazione-05:0.1.0.44.0.1,And certeynly,And insartayneRy1,Ry1,,false
main,collazione-05:0.1.0.44.0.2,he hadde,he hadde,Edition,,true
main,collazione-05:0.1.0.44.0.2,he hadde,he haddeEditionAd1Bo1Bo2ChCnCpCx1Cx2DlElEn1En3FiGgHa2-modHa3Ha4HgHtIiLaLcLd1Ld2MaMgMmNlPh2PnPsPwPyRa3Ry1Ry2SeSl2Tc1Tc2To1Wy,Edition Ad1 Bo1 Bo2 Ch Cn Cp Cx1 Cx2 Dl El En1 En3 Fi Gg Ha2-mod Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ma Mg Mm Nl Ph2 Pn Ps Pw Py Ra3 Ry1 Ry2 Se Sl2 Tc1 Tc2 To1 Wy,,false
main,collazione-05:0.1.0.44.0.2,he hadde,he hadde haddeHa2-orig,Ha2-orig,,false
main,collazione-05:0.1.0.44.0.2,he hadde,he madeDs1,Ds1,,false
main,collazione-05:0.1.0.44.0.3,a murye noote,a murye noote,Edition,,true
main,collazione-05:0.1.0.44.0.3,a murye noote,a murye nooteEditionAd1Bo1Bo2ChCnCpCx1Cx2DlDs1ElEn1En3FiHa2Ha3Ha4HgHtIiLaLcLd1Ld2MaMgMmNlPh2PnPsPwRa3Ry1Ry2SeSl2Tc1Tc2To1Wy,Edition Ad1 Bo1 Bo2 Ch Cn Cp Cx1 Cx2 Dl Ds1 El En1 En3 Fi Ha2 Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ma Mg Mm Nl Ph2 Pn Ps Pw Ra3 Ry1 Ry2 Se Sl2 Tc1 Tc2 To1 Wy,,false
main,collazione-05:0.1.0.44.0.3,a murye noote,a murye throteGgPy,Gg Py,,false
main,collazione-05:0.1.0.45.0.1,Wel,Wel,Edition,,true
main,collazione-05:0.1.0.45.0.1,Wel,WelEditionAd1Bo1Bo2ChCnCpDlDs1ElEn1En3FiGgHa2Ha3Ha4HgHtIiLaLcLd2MaMgMmPh2PsPwPyRa3Ry1Ry2SeSl2Tc1To1,Edition Ad1 Bo1 Bo2 Ch Cn Cp Dl Ds1 El En1 En3 Fi Gg Ha2 Ha3 Ha4 Hg Ht Ii La Lc Ld2 Ma Mg Mm Ph2 Ps Pw Py Ra3 Ry1 Ry2 Se Sl2 Tc1 To1,,false
main,collazione-05:0.1.0.45.0.1,Wel,MerilyCx1Cx2Ld1NlPnTc2Wy,Cx1 Cx2 Ld1 Nl Pn Tc2 Wy,,false
main,collazione-05:0.1.0.45.0.2,koude he synge,koude he synge,Edition,,true
main,collazione-05:0.1.0.45.0.2,koude he synge,koude he syngeEditionAd1Bo1ChCnCx1Cx2DlDs1ElEn1En3FiHa3HgHtLcLd1NlPh2PnPwPyRa3SeSl2Tc1Tc2Wy,Edition Ad1 Bo1 Ch Cn Cx1 Cx2 Dl Ds1 El En1 En3 Fi Ha3 Hg Ht Lc Ld1 Nl Ph2 Pn Pw Py Ra3 Se Sl2 Tc1 Tc2 Wy,,false
main,collazione-05:0.1.0.45.0.2,koude he synge,couthe he syngeBo2CpGgHa2Ha4IiLaLd2MaMgMmPsRy1Ry2To1,Bo2 Cp Gg Ha2 Ha4 Ii La Ld2 Ma Mg Mm Ps Ry1 Ry2 To1,,false
main,collazione-05:0.1.0.45.0.3,and pleyen,and pleyen,Edition,,true
main,collazione-05:0.1.0.45.0.3,and pleyen,and pleyenEditionAd1Bo1Bo2ChCnCpCx1Cx2DlDs1ElEn1En3FiGgHa2Ha3Ha4HgHtIiLaLcLd1Ld2MaMgMmNlPh2PnPsPwPyRa3Ry1Ry2SeSl2Tc1Tc2To1Wy,Edition Ad1 Bo1 Bo2 Ch Cn Cp Cx1 Cx2 Dl Ds1 El En1 En3 Fi Gg Ha2 Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ma Mg Mm Nl Ph2 Pn Ps Pw Py Ra3 Ry1 Ry2 Se Sl2 Tc1 Tc2 To1 Wy,,false
main,collazione-05:0.1.0.45.0.4,on a roote,on a roote,Edition,,true
main,collazione-05:0.1.0.45.0.4,on a roote,on a rooteEditionBo1Bo2CpDlDs1ElEn1GgHa2Ha3Ha4HgLaLcMaMgMmPh2PsPwPyRa3Ry2SeTo1,Edition Bo1 Bo2 Cp Dl Ds1 El En1 Gg Ha2 Ha3 Ha4 Hg La Lc Ma Mg Mm Ph2 Ps Pw Py Ra3 Ry2 Se To1,,false
main,collazione-05:0.1.0.45.0.4,on a roote,on the rooteFiHtTc1,Fi Ht Tc1,,false
main,collazione-05:0.1.0.45.0.4,on a roote,on rooteCn,Cn,,false
main,collazione-05:0.1.0.45.0.4,on a roote,vpon a rooteLd2,Ld2,,false
main,collazione-05:0.1.0.45.0.4,on a roote,vn a rooteSl2,Sl2,,false
main,collazione-05:0.1.0.45.0.4,on a roote,at the rooteAd1Cx1Cx2En3IiLd1PnTc2Wy,Ad1 Cx1 Cx2 En3 Ii Ld1 Pn Tc2 Wy,,false
